TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
3.30.390.30	-	0.00958730225493427	-4.64731573780167	7	3	0.00409836065573771	732	10485	1738,7296,10587	DLD,TXNRD1,TXNRD2
2.60.40.630	-	0.00958730225493427	-4.64731573780167	7	3	0.00409836065573771	732	10485	6776,6778,6772	STAT5A,STAT6,STAT1
3.90.1150.10	-	0.0110383821735587	-4.50637679112167	36	7	0.00956284153005465	732	10485	3067,2571,212,9517,2875,9054,23042	HDC,GAD1,ALAS2,SPTLC2,GPT,NFS1,PDXDC1
3.90.190.10	-	0.0121995087774675	-4.40635959219556	93	13	0.0177595628415301	732	10485	5774,1852,56940,8073,5791,9110,11156,51207,11072,8897,93492,5800,5797	PTPN3,DUSP9,DUSP22,PTP4A2,PTPRE,MTMR4,PTP4A3,DUSP13,DUSP14,MTMR3,TPTE2,PTPRO,PTPRM
3.90.650.10	-	0.0139254554857382	-4.27403678377641	3	2	0.00273224043715847	732	10485	22929,2618	SEPHS1,GART
3.30.530.20	-	0.0191851822629522	-3.95361705504416	23	5	0.00683060109289617	732	10485	9754,90627,58488,26207,80219	STARD8,STARD13,PCTP,PITPNC1,COQ10B
1.20.900.10	-	0.0249001488082523	-3.6928814992943	71	10	0.0136612021857923	732	10485	9828,121512,23229,9639,57449,55785,64857,8874,64283,152273	ARHGEF17,FGD4,ARHGEF9,ARHGEF10,PLEKHG5,FGD6,PLEKHG2,ARHGEF7,ARHGEF28,FGD5
1.10.101.10	-	0.0265657281237872	-3.62813331031549	4	2	0.00273224043715847	732	10485	79148,4313	MMP28,MMP2
3.40.50.170	-	0.0265657281237872	-3.62813331031549	4	2	0.00273224043715847	732	10485	2618,10840	GART,ALDH1L1
3.30.1330.10	-	0.0265657281237872	-3.62813331031549	4	2	0.00273224043715847	732	10485	22929,2618	SEPHS1,GART
3.30.470.20	-	0.0328382447396108	-3.41616144468108	18	4	0.00546448087431694	732	10485	10606,31,2618,56922	PAICS,ACACA,GART,MCCC1
1.10.730.10	-	0.0366433392838113	-3.30652360567039	11	3	0.00409836065573771	732	10485	7407,57176,55152	VARS,VARS2,DALRD3
1.10.555.10	-	0.0388971128395509	-3.24683525117514	66	9	0.0122950819672131	732	10485	57636,201176,79822,90627,394,10144,55635,51291,9754	ARHGAP23,ARHGAP27,ARHGAP28,STARD13,ARHGAP5,FAM13A,DEPDC1,GMIP,STARD8
3.50.50.60	-	0.0393896566193078	-3.23425201949587	56	8	0.0109289617486339	732	10485	10587,9645,2664,1738,7296,6713,55328,2820	TXNRD2,MICAL2,GDI1,DLD,TXNRD1,SQLE,RNLS,GPD2
3.90.1140.10	-	0.0422455676410326	-3.16425583858673	5	2	0.00273224043715847	732	10485	94059,51008	LENG9,ASCC1
1.20.1260.10	-	0.0422455676410326	-3.16425583858673	5	2	0.00273224043715847	732	10485	2512,2495	FTL,FTH1
3.40.50.1010	-	0.0572629446726077	-2.86010155428783	13	3	0.00409836065573771	732	10485	100533467,23293,348654	BIVM-ERCC5,SMG6,GEN1
3.40.50.20	-	0.0572629446726077	-2.86010155428783	13	3	0.00409836065573771	732	10485	56922,2618,31	MCCC1,GART,ACACA
3.90.550.10	-	0.0585551387291068	-2.83778642628058	82	10	0.0136612021857923	732	10485	2137,2134,50614,26229,152002,4245,55790,27087,2132,442117	EXTL3,EXTL1,GALNT9,B3GAT3,XXYLT1,MGAT1,CSGALNACT1,B3GAT1,EXT2,GALNTL6
3.90.740.10	-	0.0604801138360708	-2.80544066490247	6	2	0.00273224043715847	732	10485	57176,7407	VARS2,VARS
2.30.42.10	-	0.0616874660612019	-2.78567451196161	151	16	0.0218579234972678	732	10485	3984,64398,5998,6002,26037,5774,4008,10755,64236,57619,22866,7082,154043,10207,57636,64689	LIMK1,MPP5,RGS3,RGS12,SIPA1L1,PTPN3,LMO7,GIPC1,PDLIM2,SHROOM3,CNKSR2,TJP1,CNKSR3,PATJ,ARHGAP23,GORASP1
4.10.1050.10	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	51123	ZNF706
3.30.1490.50	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	2937	GSS
3.30.160.40	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	3145	HMBS
3.40.1120.10	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	6138	RPL15
2.10.22.10	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	51232	CRIM1
2.40.320.10	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	79178	THTPA
1.10.10.460	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	10535	RNASEH2A
3.90.600.10	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	2618	GART
3.40.50.1760	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	2937	GSS
3.40.50.7700	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	10606	PAICS
3.30.1490.80	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	2937	GSS
3.30.230.30	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	55364	IMPACT
3.30.479.20	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	10102	TSFM
1.10.1080.10	-	0.0698140200290552	-2.66192042936837	1	1	0.00136612021857923	732	10485	2937	GSS
2.60.40.790	-	0.0722842922740694	-2.62714843104134	23	4	0.00546448087431694	732	10485	51167,126393,51495,10728	CYB5R4,HSPB6,HACD3,PTGES3
3.40.250.10	-	0.0821651322077281	-2.49902424929854	24	4	0.00546448087431694	732	10485	1852,100130890,4357,9101	DUSP9,TSTD3,MPST,USP8
3.30.1490.20	-	0.0822047210964589	-2.4985425443058	15	3	0.00409836065573771	732	10485	56922,31,2618	MCCC1,ACACA,GART
3.90.290.10	-	0.102932561310777	-2.27368124974688	8	2	0.00273224043715847	732	10485	4054,2200	LTBP3,FBN1
2.60.120.590	-	0.102932561310777	-2.27368124974688	8	2	0.00273224043715847	732	10485	121642,84964	ALKBH2,ALKBH6
2.130.10.80	-	0.115463097960516	-2.15880429824805	27	4	0.00546448087431694	732	10485	54813,90293,9903,9817	KLHL28,KLHL13,KLHL21,KEAP1
3.40.1100.10	-	0.126424903639099	-2.06810679421453	9	2	0.00273224043715847	732	10485	8671,6521	SLC4A4,SLC4A1
3.30.1370.10	-	0.133001433792547	-2.0173953704234	39	5	0.00683060109289617	732	10485	4857,2332,51008,7536,3069	NOVA1,FMR1,ASCC1,SF1,HDLBP
1.10.10.500	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	5629	PROX1
2.70.40.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	1854	DUT
2.60.40.1030	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	161	AP2A2
2.30.33.40	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	3336	HSPE1
3.30.379.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	3073	HEXA
3.40.1170.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	2956	MSH6
2.60.40.1150	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	162	AP1B1
2.40.33.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	5315	PKM
3.40.980.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	80308	FLAD1
3.30.70.380	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	91893	FDXACB1
1.10.10.540	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	5887	RAD23B
2.170.11.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	116447	TOP1MT
1.10.132.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	116447	TOP1MT
3.90.15.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	116447	TOP1MT
3.90.1380.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	55258	THNSL2
3.40.430.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	1719	DHFR
3.40.1370.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	6124	RPL4
3.50.80.10	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	92675	DTD1
3.40.1380.20	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	5315	PKM
1.10.10.41	-	0.134760236868018	-2.00425810274261	2	1	0.00136612021857923	732	10485	116447	TOP1MT
3.40.309.10	-	0.142935687192819	-1.94536048979591	19	3	0.00409836065573771	732	10485	220,10840,8659	ALDH1A3,ALDH1L1,ALDH4A1
3.40.605.10	-	0.142935687192819	-1.94536048979591	19	3	0.00409836065573771	732	10485	8659,220,10840	ALDH4A1,ALDH1A3,ALDH1L1
2.60.120.200	-	0.145154324698962	-1.92995779426736	98	10	0.0136612021857923	732	10485	1303,728577,7058,4753,3957,375790,79937,1289,6586,283383	COL12A1,CNTNAP3B,THBS2,NELL2,LGALS2,AGRN,CNTNAP3,COL5A1,SLIT3,ADGRD1
3.40.47.10	-	0.151012142508663	-1.89039503143559	10	2	0.00273224043715847	732	10485	3157,3032	HMGCS1,HADHB
1.10.220.60	-	0.151012142508663	-1.89039503143559	10	2	0.00273224043715847	732	10485	2800,653489	GOLGA1,RGPD3
2.30.29.30	-	0.15349900666585	-1.87406118320807	393	33	0.0450819672131148	732	10485	22866,114881,653489,23229,660,8874,57636,1796,114876,152273,2036,5774,80301,65977,121512,208,57449,5998,4771,64283,5332,23096,64857,9110,23550,55785,8897,53358,5903,6452,9828,6002,201176	CNKSR2,OSBPL7,RGPD3,ARHGEF9,BMX,ARHGEF7,ARHGAP23,DOK1,OSBPL1A,FGD5,EPB41L1,PTPN3,PLEKHO2,PLEKHA3,FGD4,AKT2,PLEKHG5,RGS3,NF2,ARHGEF28,PLCB4,IQSEC2,PLEKHG2,MTMR4,PSD4,FGD6,MTMR3,SHC3,RANBP2,SH3BP2,ARHGEF17,RGS12,ARHGAP27
3.60.21.10	-	0.153657482034025	-1.87302929628354	30	4	0.00546448087431694	732	10485	758,65258,5500,5501	MPPED1,MPPE1,PPP1CB,PPP1CC
3.30.1330.20	-	0.159939406472911	-1.83296024502118	20	3	0.00409836065573771	732	10485	84617,7846,10382	TUBB6,TUBA1A,TUBB4A
1.10.287.600	-	0.177516325399656	-1.72869270021345	21	3	0.00409836065573771	732	10485	10382,7846,84617	TUBB4A,TUBA1A,TUBB6
3.40.50.620	-	0.178443992589046	-1.72348049400576	43	5	0.00683060109289617	732	10485	57176,55191,8565,80308,7407	VARS2,NADSYN1,YARS,FLAD1,VARS
3.90.1170.10	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	54948	MRPL16
2.70.50.30	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	397	ARHGDIB
1.10.3210.10	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	374659	HDDC3
3.10.330.10	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	7415	VCP
1.20.930.20	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	868	CBLB
1.10.357.20	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	54946	SLC41A3
1.10.1670.10	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	4595	MUTYH
2.70.50.40	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	9094	UNC119
3.30.110.20	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	54913	RPP25
3.30.1390.20	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	6129	RPL7
4.10.1170.10	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	7867	MAPKAPK3
3.20.20.220	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	4524	MTHFR
4.10.91.10	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	9167	COX7A2L
3.20.20.60	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	5315	PKM
1.10.3730.10	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	5831	PYCR1
3.30.1490.40	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	64599	GIGYF1
4.10.170.10	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	7157	TP53
3.10.25.10	-	0.195177627558822	-1.63384522448758	3	1	0.00136612021857923	732	10485	10840	ALDH1L1
3.40.50.1440	-	0.195590008706912	-1.63173460291657	22	3	0.00409836065573771	732	10485	84617,7846,10382	TUBB6,TUBA1A,TUBB4A
1.10.196.10	-	0.195590008706912	-1.63173460291657	22	3	0.00409836065573771	732	10485	8601,6002,5998	RGS20,RGS12,RGS3
2.40.70.10	-	0.202435761321582	-1.59733267080457	12	2	0.00273224043715847	732	10485	23621,1509	BACE1,CTSD
1.20.120.350	-	0.205274118198796	-1.58340903110326	57	6	0.00819672131147541	732	10485	6326,773,3737,776,93492,170850	SCN2A,CACNA1A,KCNA2,CACNA1D,TPTE2,KCNG3
2.60.40.420	-	0.228830818890644	-1.47477233059883	13	2	0.00273224043715847	732	10485	9843,2157	HEPH,F8
4.10.280.10	-	0.229346525693438	-1.47252120654535	109	10	0.0136612021857923	732	10485	6925,79365,9575,57491,9242,3400,7942,4808,6929,22877	TCF4,BHLHE41,CLOCK,AHRR,MSC,ID4,TFEB,NHLH2,TCF3,MLXIP
3.40.20.10	-	0.232931685308058	-1.45701006450957	24	3	0.00409836065573771	732	10485	1072,1073,822	CFL1,CFL2,CAPG
3.20.20.80	-	0.241107263421795	-1.42251336806964	36	4	0.00546448087431694	732	10485	3073,112937,178,66005	HEXA,GLB1L3,AGL,CHID1
1.20.58.120	-	0.251381594040446	-1.38078319934696	4	1	0.00136612021857923	732	10485	9531	BAG3
1.10.340.30	-	0.251381594040446	-1.38078319934696	4	1	0.00136612021857923	732	10485	4595	MUTYH
3.80.30.20	-	0.251381594040446	-1.38078319934696	4	1	0.00136612021857923	732	10485	55316	RSAD1
1.20.5.630	-	0.251381594040446	-1.38078319934696	4	1	0.00136612021857923	732	10485	3688	ITGB1
3.40.532.10	-	0.251381594040446	-1.38078319934696	4	1	0.00136612021857923	732	10485	8314	BAP1
3.30.1490.100	-	0.251381594040446	-1.38078319934696	4	1	0.00136612021857923	732	10485	51426	POLK
3.30.310.30	-	0.251381594040446	-1.38078319934696	4	1	0.00136612021857923	732	10485	161	AP2A2
3.30.1120.30	-	0.251381594040446	-1.38078319934696	4	1	0.00136612021857923	732	10485	126520	PLK5
2.20.28.10	-	0.251381594040446	-1.38078319934696	4	1	0.00136612021857923	732	10485	84515	MCM8
3.90.1460.10	-	0.251381594040446	-1.38078319934696	4	1	0.00136612021857923	732	10485	2969	GTF2I
3.20.20.190	-	0.252058052006673	-1.37809585289483	25	3	0.00409836065573771	732	10485	5332,56261,54857	PLCB4,GPCPD1,GDPD2
3.90.890.10	-	0.255432140357399	-1.36479850008517	14	2	0.00273224043715847	732	10485	6477,84231	SIAH1,TRAF7
3.10.120.10	-	0.255432140357399	-1.36479850008517	14	2	0.00273224043715847	732	10485	9415,51167	FADS2,CYB5R4
3.40.50.410	-	0.268254660964735	-1.31581852217127	75	7	0.00956284153005465	732	10485	340706,5212,3688,1303,26512,57685,146177	VWA2,VIT,ITGB1,COL12A1,INTS6,CACHD1,VWA3A
4.10.45.10	-	0.268254660964735	-1.31581852217127	75	7	0.00956284153005465	732	10485	55521,11043,53840,23650,10626,9866,81603	TRIM36,MID2,TRIM34,TRIM29,TRIM16,TRIM66,TRIM8
1.20.80.10	-	0.268899894765815	-1.31341610705803	50	5	0.00683060109289617	732	10485	2036,4771,80022,91452,5774	EPB41L1,NF2,MYO15B,ACBD5,PTPN3
3.60.10.10	-	0.271398674082127	-1.30416641706815	26	3	0.00409836065573771	732	10485	27301,1773,51567	APEX2,DNASE1,TDP2
1.10.150.60	-	0.282082512551237	-1.26555565314296	15	2	0.00273224043715847	732	10485	10765,5926	KDM5B,ARID4A
1.10.1000.11	-	0.282082512551237	-1.26555565314296	15	2	0.00273224043715847	732	10485	23096,23550	IQSEC2,PSD4
3.30.1520.10	-	0.282608990553388	-1.2636909955315	51	5	0.00683060109289617	732	10485	64089,79856,54899,29916,29934	SNX16,SNX22,PXK,SNX11,SNX12
3.30.160.60	-	0.287282894851238	-1.24728785235639	687	52	0.0710382513661202	732	10485	22873,100131017,84874,51621,4150,84307,51222,5017,197407,163115,257101,7565,54811,7627,121274,283489,7752,163255,55786,221504,7710,163081,7584,23660,6239,7541,7694,7692,163227,10520,5326,7490,146050,388569,221527,140690,27300,162993,84878,55663,353355,147807,7549,80095,9831,55713,7746,25799,7637,85508,84891,388566	DZIP1,ZNF316,ZNF514,KLF13,MAZ,ZNF397,ZNF219,OVOL1,ZNF48,ZNF781,ZNF683,ZNF17,ZNF562,ZNF75A,ZNF641,CHAMP1,ZNF200,ZNF540,ZNF415,ZBTB9,ZNF154,ZNF567,ZNF35,ZKSCAN5,RREB1,ZBTB14,ZNF135,ZNF133,ZNF100,ZNF211,PLAGL2,WT1,ZSCAN29,ZNF324B,ZBTB12,CTCFL,ZNF544,ZNF846,ZBTB45,ZNF446,ZNF233,ZNF524,ZNF2,ZNF606,ZNF623,ZNF334,ZSCAN9,ZNF324,ZNF84,SCRT2,ZSCAN10,ZNF470
3.30.160.20	-	0.290890621097929	-1.23480795498413	27	3	0.00409836065573771	732	10485	55922,103,3609	NKRF,ADAR,ILF3
3.30.40.10	-	0.301872389191149	-1.19775090325486	456	35	0.0478142076502732	732	10485	11043,152273,1107,57117,54904,7703,64324,84133,121512,220972,4302,57484,22992,10401,84101,57649,57732,868,10765,25924,3621,55521,9866,9921,8897,8078,10425,6477,81603,84231,117584,53840,53349,9110,55785	MID2,FGD5,CHD3,INTS12,NSD3,PCGF2,NSD1,ZNRF3,FGD4,MARCH8,MLLT6,RNF150,KDM2A,PIAS3,USP44,PHF12,ZFYVE28,CBLB,KDM5B,MYRIP,ING1,TRIM36,TRIM66,RNF10,MTMR3,USP5,ARIH2,SIAH1,TRIM8,TRAF7,RFFL,TRIM34,ZFYVE1,MTMR4,FGD6
3.30.390.10	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	2023	ENO1
4.10.1080.10	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	7058	THBS2
3.20.20.120	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	2023	ENO1
3.30.310.80	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	2011	MARK2
1.10.1200.10	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	10840	ALDH1L1
2.160.20.70	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	10487	CAP1
1.20.1270.50	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	4124	MAN2A1
2.60.40.1260	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	4000	LMNA
3.20.110.10	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	4124	MAN2A1
3.40.120.10	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	283209	PGM2L1
2.40.160.10	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	7417	VDAC2
3.30.310.50	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	283209	PGM2L1
3.20.90.10	-	0.303665600640062	-1.19182818091216	5	1	0.00136612021857923	732	10485	56995	TULP4
1.10.400.10	-	0.308645613775444	-1.17556154124129	16	2	0.00273224043715847	732	10485	2778,2768	GNAS,GNA12
1.10.506.10	-	0.308645613775444	-1.17556154124129	16	2	0.00273224043715847	732	10485	23654,8826	PLXNB2,IQGAP1
2.60.40.1400	-	0.308645613775444	-1.17556154124129	16	2	0.00273224043715847	732	10485	3772,3768	KCNJ15,KCNJ12
1.25.10.10	-	0.32126613699948	-1.13548541212929	227	18	0.0245901639344262	732	10485	120892,162,339766,80823,23041,23214,63897,8189,114928,55681,440590,164,9750,57510,55832,161,57614,3475	LRRK2,AP1B1,MROH2A,BHLHB9,MON2,XPO6,HEATR6,SYMPK,GPRASP2,SCYL2,ZYG11A,AP1G1,FAM65B,XPO5,CAND1,AP2A2,KIAA1468,IFRD1
3.40.50.300	-	0.322731107270962	-1.13093578769696	752	56	0.0765027322404372	732	10485	400,57403,7415,120892,10351,11269,166785,25923,6597,1107,782,9188,22800,6832,2768,11020,2068,64222,57495,6683,23457,2778,7082,56919,55636,64284,4643,57826,51762,474344,89797,11021,91351,7084,220869,81570,389,10801,64398,57169,84515,29083,89795,1915,23551,2956,644019,391,339231,4218,53349,445571,10856,22808,55308,394	ARL1,RAB22A,VCP,LRRK2,ABCA8,DDX19B,MMAA,ATL3,SMARCA4,CHD3,CACNB1,DDX21,RRAS2,SUPV3L1,GNA12,IFT27,ERCC2,TOR3A,NWD2,SPAST,ABCB9,GNAS,TJP1,DHX33,CHD7,RAB17,MYO1E,RAP2C,RAB8B,GIMAP6,NAV2,RAB35,DDX60L,TK2,CBWD5,CLPB,RHOC,SEPT9,MPP5,ZNFX1,MCM8,GTPBP8,NAV3,EEF1A1,RASD2,MSH6,CBWD6,RHOG,ARL16,RAB8A,ZFYVE1,CBWD3,RUVBL2,MRAS,DDX19A,ARHGAP5
3.10.200.10	-	0.335003869491405	-1.09361319650317	17	2	0.00273224043715847	732	10485	56934,761	CA10,CA3
2.10.90.10	-	0.337911547536416	-1.08497111142613	68	6	0.00819672131147541	732	10485	3623,9241,5228,7040,627,94027	INHA,NOG,PGF,TGFB1,BDNF,CGB7
2.60.40.10	-	0.341012188909728	-1.07583705773414	673	50	0.0683060109289618	732	10485	1303,78999,150221,83953,563,23654,440804,85376,91584,10446,4638,1084,147710,56261,3590,55521,164312,5797,81607,5671,100996693,1441,57863,10223,10752,125931,23114,10385,56244,23363,7850,79168,913,23308,92565,79025,924,558,27020,3547,90273,84665,11043,149233,5673,64838,54621,56971,5670,5800	COL12A1,LRFN4,RIMBP3C,FCAMR,AZGP1,PLXNB2,RIMBP3B,RIMBP3,PLXNA4,LRRN2,MYLK,CEACAM3,IGSF23,GPCPD1,IL11RA,TRIM36,LRRN4,PTPRM,NECTIN4,PSG3,LOC100996693,CSF3R,CADM3,GPA33,CHL1,CEACAM20,NFASC,BTN2A2,BTNL2,OBSL1,IL1R2,LILRA6,CD1E,ICOSLG,FANK1,FNDC11,CD7,AXL,NPTN,IGSF1,CEACAM21,MYPN,MID2,IL23R,PSG5,FNDC4,VSIG10,CEACAM19,PSG2,PTPRO
3.40.1190.20	-	0.352302697995171	-1.04326453543216	6	1	0.00136612021857923	732	10485	64080	RBKS
2.60.40.720	-	0.352302697995171	-1.04326453543216	6	1	0.00136612021857923	732	10485	7157	TP53
1.25.10.30	-	0.352302697995171	-1.04326453543216	6	1	0.00136612021857923	732	10485	3709	ITPR2
3.30.310.10	-	0.352302697995171	-1.04326453543216	6	1	0.00136612021857923	732	10485	162	AP1B1
2.170.130.20	-	0.352302697995171	-1.04326453543216	6	1	0.00136612021857923	732	10485	5212	VIT
1.20.930.40	-	0.352302697995171	-1.04326453543216	6	1	0.00136612021857923	732	10485	10003	NAALAD2
2.60.40.1230	-	0.352302697995171	-1.04326453543216	6	1	0.00136612021857923	732	10485	164	AP1G1
3.90.1290.10	-	0.352302697995171	-1.04326453543216	6	1	0.00136612021857923	732	10485	5339	PLEC
2.140.10.10	-	0.352302697995171	-1.04326453543216	6	1	0.00136612021857923	732	10485	10595	ERN2
3.40.850.10	-	0.369351172102613	-0.996007401592599	44	4	0.00546448087431694	732	10485	56992,221458,3799,3801	KIF15,KIF6,KIF5B,KIFC3
2.10.110.10	-	0.388776442518174	-0.94475079846255	72	6	0.00819672131147541	732	10485	9645,4008,9355,51474,3984,64236	MICAL2,LMO7,LHX2,LIMA1,LIMK1,PDLIM2
3.10.180.10	-	0.397546941261698	-0.922442260635572	7	1	0.00136612021857923	732	10485	84842	HPDL
1.50.10.50	-	0.397546941261698	-0.922442260635572	7	1	0.00136612021857923	732	10485	10905	MAN1A2
2.70.170.10	-	0.401740483686714	-0.911948961796985	46	4	0.00546448087431694	732	10485	1135,8001,2561,57053	CHRNA2,GLRA3,GABRB2,CHRNA10
3.40.50.1240	-	0.411915374363133	-0.886937352761727	20	2	0.00273224043715847	732	10485	51205,92370	ACP6,PXYLP1
2.60.120.10	-	0.43381846298058	-0.835129120451768	48	4	0.00546448087431694	732	10485	5577,5576,5573,55256	PRKAR2B,PRKAR2A,PRKAR1A,ADI1
3.90.226.10	-	0.43658895846092	-0.828763125014487	21	2	0.00273224043715847	732	10485	9425,31	CDYL,ACACA
3.30.810.10	-	0.439634709813099	-0.821811101851061	8	1	0.00136612021857923	732	10485	8396	PIP4K2B
